17,0,馬汀烈怒
25,1,破損的短劍
35,1,彎曲法杖
36,1,用舊的釘錘
37,1,破損的斧頭
38,1,新兵襯衣
39,1,新兵束褲
40,1,新兵的靴子
41,1,OLDRecruit's Belt
42,1,OLDSquire's Belt
43,1,侍從的靴子
44,1,侍從束褲
45,1,侍從襯衣
46,1,OLDFootpad's Belt
47,1,盜賊輕鞋
48,1,盜賊束褲
49,1,盜賊襯衣
50,1,OLDInitiate's Belt
51,1,見習牧師長靴
52,1,見習牧師束褲
53,1,見習牧師襯衣
54,1,OLDNovice's Belt
55,1,學徒的靴子
56,1,學徒長袍
57,1,侍僧長袍
58,1,OLDAcolyte's Belt
59,1,侍僧輕鞋
60,1,夾層外套
61,1,矮人皮甲束褲
77,1,Deprecated Outfitter Cloth Armor
79,1,矮人布質馬褲
80,1,柔軟的毛邊輕鞋
85,1,骯髒的皮外衣
86,1,Deprecated Old Belt
87,1,Deprecated Old Boots
88,0,Deprecated Old Pants
89,1,OLDThick Trapper's Shirt
90,1,OLDDwarven Initiate's Belt
91,0,OLDDwarven Initiate's Pants
92,1,OLDDwarven Initiate's Boots
93,1,OLDDwarven Initiate's Shirt
94,1,Deprecated Dwarven Novice's Belt
95,1,Deprecated Dwarven Novice's Boots
97,0,Deprecated Dwarven Novice's Robe
98,1,Deprecated Dwarven Squire's Belt
99,1,Deprecated Dwarven Squire's Boots
100,0,Deprecated Dwarven Squire's Pants
101,1,Deprecated Dwarven Squire's Shirt
102,1,Deprecated Dwarven Recruit's Belt
103,1,Deprecated Dwarven Recruit's Boots
104,0,Deprecated Sturdy Brown Pants
105,1,Deprecated Dwarven Recruit's Shirt
113,0,Deprecated Dwarven Apprentice Pants
114,1,Deprecated Dwarven Apprentice Boots
115,1,Deprecated Dwarven Apprentice Belt
119,1,Deprecated Rogue's Vest
120,1,刺客束褲
121,1,刺客長靴
122,1,OLDThug Belt
123,1,Deprecated Orc Apprentice Shirt
124,0,Deprecated Orc Apprentice Pants
125,1,Deprecated Orc Apprentice Boots
126,1,Deprecated Orc Apprentice Belt
127,1,陷捕者襯衣
128,0,Deprecated Tauren Trapper's Pants
129,1,粗厚陷捕者的靴子
130,1,Deprecated Tauren Trapper's Belt
131,1,Deprecated Orc Acolyte's Belt
132,1,Deprecated Orc Acolyte's Boots
133,1,Deprecated Orc Acolyte's Shirt
134,1,Deprecated Stiff Leather Shirt
135,0,Deprecated Stiff Leather Pants
136,1,Deprecated Old Leather Boots
137,1,OLDNeophyte's Belt
138,1,Deprecated War Harness
139,1,打鬥者束褲
140,1,打鬥者的靴子
141,1,OLDBrawler's Belt
143,0,Monster - Shield Stormwind Guard
146,1,OLDRugged Trapper's Belt
147,1,粗厚陷捕者束褲
148,1,粗厚陷捕者襯衣
149,1,Deprecated Tauren Apprentice Belt
150,0,Deprecated Tauren Apprentice Pants
151,1,Deprecated Tauren Apprentice Shirt
152,1,OLDPrimitive Leather Belt
153,1,粗糙的褶裙
154,1,粗糙的披肩
155,1,Deprecated Tauren Recruit's Belt
156,0,Deprecated Tauren Recruit's Pants
157,1,Deprecated Tauren Recruit's Shirt
192,0,馬汀的破法杖
193,1,破布外衣
194,1,破布束褲
195,1,破布長靴
200,1,粗布外衣
