17,0,Fúria de Martin
25,1,Espadim Usado
35,1,Cajado Curvado
36,1,Maça Gasta
37,1,Machado Usado
38,1,Camisa do Recruta
39,1,Calças do Recruta
40,1,Botas do Recruta
43,1,Botas do Escudeiro
44,1,Calças do Escudeiro
45,1,Camisa do Escudeiro
47,1,Sapatos do Salteador
48,1,Calças do Salteador
49,1,Camisa do Salteador
51,1,Botas do Neófito
52,1,Calças do Neófito
53,1,Camisa do Neófito
55,1,Botas do Aprendiz
56,1,Veste do Aprendiz
57,1,Veste do Acólito
59,1,Sapatos do Acólito
60,1,Túnica em Camadas
61,1,Calças de Couro Enânicas
79,1,Culotes Enânicos de Tecido
80,1,Sapatos Macios Forrados de Pelame
85,1,Colete de Couro Sujo
88,0,Deprecated Old Pants
91,0,OLDDwarven Initiate's Pants
100,0,Deprecated Dwarven Squire's Pants
120,1,Calças do Capanga
121,1,Botas do Meliante
127,1,Camisa do Coureador
128,0,Deprecated Tauren Trapper's Pants
129,1,Botas Rústicas do Coureador
138,1,Deprecated War Harness
139,1,Calças do Brigão
140,1,Botas do Brigão
143,0,Monster - Shield Stormwind Guard
147,1,Calças Grosseiras do Coureador
148,1,Camisa Grosseira do Coureador
153,1,Kilt Primitivo
154,1,Poncho Primitivo
156,0,Deprecated Tauren Recruit's Pants
192,0,Cajado Quebrado de Martin
193,1,Colete de Tecido Esfarrapado
194,1,Calças de Tecido Esfarrapado
195,1,Botas de Tecido Esfarrapado
200,1,Colete de Tecido Grosso
201,1,Calças de Tecido Grosso
202,1,Sapatos de Tecido Grosso
203,1,Luvas de Tecido Grosso
209,1,Calças de Couro Sujas
210,1,Botas de Couro Sujas
236,1,Armadura de Couro Curado
237,1,Calças de Couro Curado
238,1,Botas de Couro Curado
239,1,Luvas de Couro Curado
285,1,Colete de Malha em Escamas
286,1,Calças de Malha em Escamas
287,1,Botas de Malha em Escamas
647,4,Destino
710,1,Braçadeiras da Milícia do Povo
711,1,Luvas de Tecido Esfarrapado
714,1,Luvas de Couro Sujas
718,1,Luvas de Malha em Escamas
719,1,Luvas do Tratador de Coelhos
720,3,Luvas do Brigão
727,2,Espada Curta Chanfrada
753,2,Espada Curta Presa do Dragão
754,3,Espada Curta da Vingança
756,2,Picareta de Túnel
763,1,Braçadeiras Cobertas de Gelo
766,1,Maça Bordejada
767,1,Cajado Bô Longo
768,1,Machado de Lenhador
776,3,Vendeta
778,1,Picareta de Escavação Kobold
781,1,Martelo de Pedra dos Gnolls
789,2,Martelo de Batalha Corpulento
790,2,Machado do Mateiro
791,3,Cajado Fraxíneo Nodoso
792,1,Sandálias Tricotadas
793,1,Luvas Tricotadas
794,1,Calças Tricotadas
795,1,Túnica Tricotada
796,1,Botas de Couro Áspero
797,1,Luvas de Couro Áspero
798,1,Calças de Couro Grosseiro
799,1,Vestimenta de Couro Áspero
809,4,Navalha Sangrenta
810,4,Martelo do Vento do Norte
811,4,Machado das Matas Profundas
812,4,Cajado Faiscante do Bosque Brilhante
816,2,Faquinha de Combate
820,2,Lâmina Fatiadora
821,2,Colete de Couro dos Pata Molhada
826,2,Machado Embrutecido dos Pata Molhada
827,2,Cassetete Malvado
832,2,Cinto Prateado dos Défias
837,1,Armadura de Trama Pesada
838,1,Calças de Trama Pesada
839,1,Luvas de Trama Pesada
840,1,Sapatos de Trama Pesada
843,1,Botas de Couro Curtido
844,1,Luvas de Couro Curtido
845,1,Calças de Couro Curtido
846,1,Gibão de Couro Curtido
847,1,Armadura de Malha de Anéis
848,1,Calças de Malha de Anéis
849,1,Botas de Malha de Anéis
850,1,Luvas de Malha de Anéis
851,1,Alfanje
852,1,Maça
853,1,Machadinha
854,1,Cajado de Combate
859,1,Camisa de Tecido de Qualidade
860,1,Botas do Fidalgo
863,2,Semeia-pranto
864,2,Espada Longa Cavaleiresca
865,2,Maça de Chumbo
866,2,Cajado do Monge
867,4,Luvas do Poder Sagrado
868,4,Protetor Ardente
869,4,Espada Longa Ofuscante
870,4,Machado de Guerra Abrasador
871,4,Machado de Rajadas
872,3,Corta-pedra
873,4,Cajado de Jardel
876,1,Broquel de Madeira Usado
880,2,Cajado dos Horrores
885,2,Machado de Metal Preto
888,3,Luvas Nagas de Batalha
890,3,Cajado do Chantre Retorcido
892,2,Luvas Místicas de Gnoll
897,2,Braçadeiras do Lobo Enfurecido
899,2,Presa de Teia Peçonhenta
911,2,Galho de Pau-ferro
913,2,Espada Ogra Enorme
914,2,Armadura Ogra Grande Encadeada
920,2,Maça Farpada Perversa
922,1,Falx Dácia
923,1,Espada Longa
924,1,Malho
925,1,Mangual
926,1,Machado de Batalha
927,1,Machado Duplo
928,1,Cajado Longo
934,3,Foice do Galvão
935,3,Espada Curta da Vigília Noturna
936,3,Maça da Meia-noite
937,3,Cajado Preto de Madeirumbra
940,4,Vestes da Perspicácia
943,4,Cajado Guardião
944,4,Cajado Elemental do Mago
983,2,Faixa de Linho Vermelho
1008,1,Espada Muito Usada
1009,2,Martelo Compacto
1010,1,Cajado Curto Nodoso
1011,1,Machado Afiado
1020,1,Elmo de Couro D (Teste)
1021,1,Elmo de Couro A (Teste)
1024,1,Plate Helmet D2 (test)
1025,1,Plate Helmet D1 (Test)
1027,1,Elmo de Malha A (Teste)
1028,0,Deprecated Dented Skullcap
1121,3,Pés do Lince
1131,2,Totem do Castigo
1154,1,Cinto da Milícia do Povo
1155,3,Bastão do Sonâmbulo
1158,2,Porrete de Metal Maciço
1159,1,Cajado de Milícia
1161,1,Espada Curta de Milícia
1162,1,Tapa-Olho de Pirata (Teste)
1166,1,Dented Buckler
1167,1,Small Targe
1168,4,Escudo do Crânio Flamejante
1169,4,Escudo Cranionegro
1171,2,Veste Bem Costurada
1172,2,Tocha do Calvino
1173,1,Botas Gastas
1182,1,Braçadeiras com Cravos de Latão
1183,2,Munhequeiras Elásticas
1190,2,Manto do Feitor
1192,0,Deprecated Overseer's Helm
1193,1,Banded Buckler
1194,1,Espada Bastarda
1195,1,Pá de Mineração Kobold
1196,1,Tabar
1197,1,Maça Gigante
1198,1,Montante
1200,1,Escudo Grande de Madeira
1201,1,Escudo Aquecedor Simples
1202,1,Muralha de Proteção
1203,3,Égide de Ventobravo
1204,4,A Torre Verde
1207,2,Maça Massa
1211,2,Arnês Gnoll de Guerra
1213,1,Braçadeiras Gnoll Gêmeas
1214,2,Castigador Gnoll
1215,2,Cinturão de Suporte
1218,2,Clava de Guerra Gnoll Pesada
1219,2,Facão de Cristarrubra
1220,2,Machado Lupino
1259,0,Item de Teste de JYoo
1263,4,Talha-mentes
1264,2,Afunda-cucas
1265,3,Picada do Escorpião
1270,2,Manto Finamente Tecido
1273,2,Corrente Florestal
1275,2,Cota Encadeada do Adjunto
1276,2,Broquel Endurecido pelo Fogo
1280,2,Manto com Capuz
1282,2,Coifa Brilho Metálico
1287,2,Presa de Tarântula Gigante
1292,3,Cutelo do açougueiro
1296,2,Maça de Rocha Negra
1297,2,Vestes do Lança-sombras
1299,2,Cinto Inferior da Torre
1300,2,Cajado Inferior da Torre
1302,2,Luvas de Dragonete Negro
1303,2,Luvas de Operário da Ponte
1304,2,Luvas de Montaria
1306,2,Munhequeiras Lupogrenha
1310,2,Calças de Ferreiro
1314,2,Dedos de Carniçal
1317,2,Cajado de Raiz Densa
1318,3,Aniquilador Noturno
1351,2,Braçadeiras Osso-de-dedo
1355,2,Capa de Camurça
1359,1,Luvas com o Selo Leonino
1360,2,Luvas Encadeadas de Ventobravo
1363,0,Deprecated Captain Sanders' Eyepatch
1364,0,Colete de Couro Roto
1366,0,Calças de Couro Roto
1367,0,Botas de Couro Roto
1368,0,Luvas de Couro Roto
1369,0,Cinto de Couro Roto
1370,0,Braçadeiras de Couro Roto
1372,0,Manto Roto
1374,0,Sapatos Puídos
1376,0,Manto Puído
1377,0,Luvas Puídas
1378,0,Calças Puídas
1380,0,Veste Puída
1382,1,Maça de Rocha
1383,1,Machadinha Aborígene
1384,1,Lâmina Cega
1386,1,Machado de Pau-cardo
1387,2,Presa de Carniçal
1388,1,Cajado Torto
1389,1,Marreta de Mineração Kobold
1391,2,Cajado de Místico Pata Molhada
1394,2,Clava de Madeira Flutuante
1395,1,Calças do Aprendiz
1396,1,Calças do Acólito
1405,2,Cajado Cospe-espuma
1406,2,Lança Incrustada de Pérolas
1411,0,Cajado Ressequido
1412,0,Espada Bastarda Grosseira
1413,0,Espada Débil
1414,0,Marreta Rachada
1415,0,Marreta de Carpinteiro
1416,0,Machadinha Enferrujada
1417,0,Machado de Batalha Gasto
1418,0,Cinto de Couro Desgastado
1419,0,Botas de Couro Desgastado
1420,0,Braçadeiras de Couro Desgastado
1421,0,Manto de Pelego Desgastado
1422,0,Luvas de Couro Desgastado
1423,0,Calças de Couro Desgastado
1425,0,Colete de Couro Desgastado
1427,0,Sapatos de Retalhos
1429,0,Manto de Retalhos
1430,0,Luvas de Retalhos
1431,0,Calças de Retalhos
1433,0,Armadura de Retalhos
1436,2,Culotes da Fronteira
1438,1,Escudo do Guerreiro
1440,2,Esmaga-Crânio Gnoll
1445,1,Brafoneiras de Rocha Negra
1446,2,Botas de Rocha Negra
1448,2,Manoplas de Rocha Negra
1454,3,Machado do Impositor
1455,2,Machado do Campeão de Rocha Negra
1457,2,Maça Umbrapele
1458,2,Malho Umbrapele
1459,2,Escalpelador Umbrapele
1460,2,Espada de Duas Mãos Umbrapele
1461,2,Machado de Batalha do Matador
1465,2,Tigrazar
1469,2,Cimitarra de Aton
1473,2,Cajado da Ribeira
1479,1,Luvas Térmicas da Salma
1480,2,Punho da Milícia do Povo
1481,3,Garratroz
1482,3,Presa Negra
1483,3,Catxau
1484,3,Báculo de Bruxaria
1485,0,Forcado
1486,3,Jaqueta de Casca de Árvore
1488,3,Armadura do Vingador
1489,3,Armadura Tristevéu
1493,3,Cimitarra Espoliadora Pesada
1495,0,Sapatos de Calico
1497,0,Manto de Calico
1498,0,Luvas de Calico
1499,0,Calças de Calico
1501,0,Túnica de Calico
1502,0,Cinto de Couro Deformado
1503,0,Botas de Couro Deformado
1504,0,Braçadeiras de Couro Deformado
1505,0,Manto Deformado
1506,0,Luvas de Couro Deformado
1507,0,Calças de Couro Deformado
1509,0,Colete de Couro Deformado
1510,0,Martelo Pesado
1511,0,Espada do Plebeu
1512,0,Machado de Batalha Grosseiro
1513,0,Espadagão Velho
1514,0,Martelo de Guerra Enferrujado
1515,0,Cajado Rústico de Madeira
1516,0,Machadinha Desgastada
1521,2,Machado de Lenhador do Ogro
1522,2,Lança do Caçador de Cabeças
1523,2,Grande Clava de Pedra
1539,2,Cajado Nodoso do Eremita
1547,2,Escudo da Fé
1557,2,Broquel dos Mares
1560,2,Sandálias dos Guelrazul
1561,2,Veste do Ceifador
1566,2,Gume da Milícia do Povo
1602,3,Machado Foice
1604,2,Espada Cromática
1607,3,Devoralmas
1608,2,Maça Quebra-crânios
1613,2,Cajado Caça-fantasmas
1624,2,Elmo Rachacrânio
1625,2,Flamberge Excelente
1639,2,Machado Sarcástico
1640,2,Machado de Guerra Monstruoso
1659,2,Luvas de Engenharia
1664,2,Bastão da Força Mística
1677,2,Colete de Escama de Draco
1678,3,Pisantes Pretos de Ogro
1679,2,Bastão Korg
1680,2,Cortacabeças
1715,3,Armadura Jazerina Polida
1716,3,Veste dos Magos
1717,3,Túnica de Malha Dupla
1718,3,Calças de Pelego de Basilisco
1720,3,Cajado de Madeira-emaranhada
1721,3,Martelo de Guerra Viquingue
1722,3,Marrão Petracardo
1726,3,Lança de Osso de Ponta Venenosa
1727,3,Espada da Decomposição
1728,4,Espada Longa Fulgurante do Teebu
1730,0,Cinto de Malha Desgastado
1731,0,Botas de Malha Desgastadas
1732,0,Braçadeiras de Malha Desgastadas
1733,0,Manto Desgastado
1734,0,Luvas de Malha Desgastadas
1735,0,Calças de Malha Desgastadas
1737,0,Colete de Malha Desgastado
1738,0,Cinto de Malha com Rendas
1739,0,Botas de Malha com Rendas
1740,0,Braçadeiras de Malha com Rendas
1741,0,Manto com Rendas
1742,0,Luvas de Malha com Rendas
1743,0,Calças de Malha com Rendas
1744,0,Ombreiras de Malha com Rendas
1745,0,Colete de Malha com Rendas
1746,0,Cinto de Malha Articulada
1747,0,Botas de Malha Articulada
1748,0,Braçadeiras de Malha Articulada
1749,0,Manto de Malha Articulada
1750,0,Luvas de Malha Articulada
1751,0,Calças de Malha Articulada
