17,0,Martin Furia
25,1,Espada corta desgastada
35,1,Bastón doblado
36,1,Maza desgastada
37,1,Hacha desgastada
38,1,Camisa de recluta
39,1,Pantalones de recluta
40,1,Botas de recluta
42,1,OLDEscudero's cinturón
43,1,Botas de escudero
44,1,Pantalones de escudero
45,1,Camisa de escudero
47,1,Zapatos de asaltante de caminos
48,1,Pantalones de asaltante de caminos
49,1,Camisa de asaltante de caminos
50,1,OLDInitiate's cinturón
51,1,Botas de neófito
52,1,Pantalones de neófito
53,1,Camisa de neófito
55,1,Botas de aprendiz
56,1,Toga de aprendiz
57,1,Toga de acólito
59,1,Zapatos de acólito
60,1,Guerrera a capas
61,1,Pantalones de cuero enano
79,1,Calzones de paño enano
80,1,Zapatos de pelaje suave
85,1,Jubón de cuero sucio
88,0,Deprecated Old Pants
91,0,OLDDwarven Initiate's pantalones
99,1,Deprecated Dwarven Squire's Boots
100,0,Deprecated Dwarven Squire's Pants
119,1,Deprecated Rogue's Vest
120,1,Pantalones de matón
121,1,Botas de matón
127,1,Camisa de trampero
128,0,Deprecated Tauren Trapper's Pants
129,1,Botas de trampero bastas
137,1,OLDNeophyte's cinturón
138,1,Deprecated War Harness
139,1,Pantalones de camorrista
140,1,Botas de camorrista
143,0,Monstruo: escudo guardia de Ventormenta
147,1,Pantalones de trampero bastos
148,1,Camisa de trampero basta
153,1,Falda primitiva
154,1,Cubretorso primitivo
156,0,Deprecated Tauren Recruit's Pants
192,0,Bastón de Martin roto
193,1,Jubón de paño andrajoso
194,1,Pantalones de paño andrajoso
195,1,Botas de paño andrajoso
200,1,Jubón de paño grueso
201,1,Pantalones de paño grueso
202,1,Zapatos de paño grueso
203,1,Guantes de paño grueso
209,1,Pantalones de cuero sucios
210,1,Botas de cuero sucias
236,1,Armadura de cuero curado
237,1,Pantalones de cuero curado
238,1,Botas de cuero curado
239,1,Guantes de cuero curado
285,1,Jubón de malla de escamas
286,1,Pantalones de malla de escamas
287,1,Botas de malla de escamas
647,4,Destino
710,1,Brazales de La Milicia Popular
711,1,Guantes de paño andrajoso
714,1,Guantes de cuero sucios
718,1,Guantes de malla de escamas
719,1,Guantes de cuidador de conejos
720,3,Guantes de camorrista
727,2,Espada corta despuntada
753,2,Espada corta Faucedraco
754,3,Espada corta de Venganza
756,2,Pico de túnel
763,1,Brazales cubiertos de hielo
766,1,Maza rebordeada
767,1,Bastón largo bo
768,1,Hacha de leñador
776,3,Vendetta
778,1,Pico de excavación de kóbold
781,1,Martillo gnoll de piedra
789,2,Martillo de batalla recio
790,2,Hacha de silvicultor
791,3,Bastón nudoso de fresno
792,1,Sandalias tricotadas
793,1,Guantes tricotados
794,1,Pantalones tricotados
795,1,Guerrera tricotada
796,1,Botas de cuero férreo
797,1,Guantes de cuero férreo
798,1,Pantalones de cuero férreo
799,1,Jubón de cuero férreo
809,4,Cuchilla de sangre
810,4,Martillo del Viento del Norte
811,4,Hacha del Bosque Profundo
812,4,Bastón Madera brillante resplandeciente
816,2,Hoja de mano pequeña
820,2,Hoja cercenadora
821,2,Jubón de cuero Zarparrío
826,2,Hacha Zarparrío tosca
827,2,Porra maligna
832,2,Cinturón de plata Defias
837,1,Armadura de tejido pesado
838,1,Pantalones de tejido pesado
839,1,Guantes de tejido pesado
840,1,Zapatos de tejido pesado
843,1,Botas de cuero curtido
844,1,Guantes de cuero curtido
845,1,Pantalones de cuero curtido
846,1,Chaleco de cuero curtido
847,1,Armadura de malla de anillas
848,1,Pantalones de malla de anillas
849,1,Botas de malla de anillas
850,1,Guantes de malla de anillas
851,1,Alfanje
852,1,Maza
853,1,Hachuela
854,1,Bastón de intendente
859,1,Camisa de paño refinado
860,1,Botas de hidalgo
863,2,Segadora penumbra
864,2,Tizona de Caballero
865,2,Maza plomiza
866,2,Bastón de monje
867,4,Guantes de Poderío Sagrado
868,4,Custodiador candente
869,4,Tizona deslumbrante
870,4,Hacha de guerra ígnea
871,4,Hacha aluvión
872,3,Cercenarrocas
873,4,Bastón de Jordan
876,1,Rodela de madera desgastada
880,2,Bastón de Horrores
885,2,Hacha de metal negro
886,2,Espada corta de metal negro
888,3,Guantes de batalla naga
890,3,Bastón de corista retorcido
892,2,Guantes de lanzamiento gnoll
897,2,Brazales de lobo demente
899,2,Colmillo de telaraña venenosa
911,2,Rama de árbol de maderaférrea
913,2,Espada de ogro enorme
914,2,Armadura de anillas de ogro grande
920,2,Maza con pinchos maligna
922,1,Dalle dacio
923,1,Tizona
924,1,Gran maza
925,1,Mayal
926,1,Hacha de batalla
927,1,Hacha doble
928,1,Bastón largo
934,3,Segadora de Stalvan
935,3,Espada corta de guardia nocturno
936,3,Maza de medianoche
937,3,Bastón negro del Bosque del Ocaso
940,4,Togas de Perspicacia
943,4,Bastón de celador
944,4,Bastón de mago elemental
983,2,Fajín de lino rojo
1008,1,Espada bien usada
1009,2,Martillo compacto
1010,1,Bastón corto nudoso
1011,1,Hacha afilada
1020,1,Casco de cuero D (TEST)
1021,1,Casco de cuero A (TEST)
