17,0,马丁之怒
25,1,破损的短剑
35,1,弯曲的法杖
36,1,用旧的钉锤
37,1,破损的斧头
38,1,新兵衬衣
39,1,新兵短裤
40,1,新兵之靴
43,1,侍从之靴
44,1,侍从短裤
45,1,侍从衬衣
47,1,盗贼之鞋
48,1,盗贼短裤
49,1,盗贼衬衣
51,1,见习牧师之靴
52,1,见习牧师短裤
53,1,见习牧师衬衣
55,1,学徒之靴
56,1,学徒长袍
57,1,侍僧长袍
59,1,侍僧鞋
60,1,夹层外衣
61,1,矮人皮质短裤
79,1,矮人布质短裤
80,1,柔软的毛边鞋
85,1,肮脏的皮外衣
88,0,Deprecated Old Pants
91,0,OLDDwarven Initiate's Pants
100,0,Deprecated Dwarven Squire's Pants
119,1,Deprecated Rogue's Vest
120,1,刺客短裤
121,1,刺客之靴
127,1,捕兽者衬衣
128,0,Deprecated Tauren Trapper's Pants
129,1,皱褶捕兽者之靴
138,1,Deprecated War Harness
139,1,打斗者短裤
140,1,打斗者之靴
143,0,Monster - Shield Stormwind Guard
147,1,皱褶捕兽者短裤
148,1,皱褶捕兽者衬衣
153,1,粗糙的褶裙
154,1,粗糙的衬肩
156,0,Deprecated Tauren Recruit's Pants
192,0,马丁的物具
193,1,破布外衣
194,1,破布短裤
195,1,破布战靴
200,1,厚布外衣
201,1,厚布短裤
202,1,厚布鞋
203,1,厚布手套
209,1,肮脏的皮裤
210,1,肮脏的皮靴
236,1,硬皮甲
237,1,硬皮短裤
238,1,硬皮战靴
239,1,硬皮手套
285,1,鳞甲外衣
286,1,鳞甲短裤
287,1,鳞甲战靴
647,4,命运
710,1,人民军护腕
711,1,破布手套
714,1,肮脏的皮手套
718,1,鳞甲手套
719,1,驯兔手套
720,3,争战手套
727,2,卷刃的短剑
753,2,龙喉短剑
754,3,复仇短剑
756,2,黑铁锄
763,1,冰覆护腕
766,1,凸缘钉锤
767,1,长杆法杖
768,1,伐木斧
776,3,仇杀
778,1,狗头人的锄头
781,1,豺狼人石锤
789,2,牢固的战锤
790,2,森林战斧
791,3,灰烬法杖
792,1,针织便鞋
793,1,针织手套
794,1,针织短裤
795,1,针织外衣
796,1,劣质皮靴
797,1,劣质皮手套
798,1,劣质皮裤
799,1,劣质皮外衣
809,4,血刃
810,4,北风
811,4,密林战斧
812,4,亮木法杖
816,2,小手刀
820,2,切片刀
821,2,河爪皮外套
826,2,河爪之斧
827,2,邪恶棍棒
832,2,银色迪菲亚腰带
837,1,重纹护甲
838,1,重纹短裤
839,1,重纹手套
840,1,重纹布鞋
843,1,棕色皮靴
844,1,棕色皮手套
845,1,棕色皮短裤
846,1,棕色皮夹克
847,1,锁链护甲
848,1,锁链短裤
849,1,锁链战靴
850,1,锁链手套
851,1,斗士短剑
852,1,锤
853,1,短柄斧
854,1,短杖
859,1,优质布衬衣
860,1,骑兵战靴
863,2,黑暗收割者
864,2,勇武长剑
865,2,铅质钉锤
866,2,僧侣法杖
867,4,圣力手套
868,4,热情监护者
869,4,眩光
870,4,炽炎战斧
871,4,风暴战斧
872,3,切石者
873,4,乔丹法杖
876,1,用旧的木制圆盾
880,2,恐惧法杖
885,2,黑色金属大斧
886,2,黑色金属短剑
888,3,纳迦军用手套
890,3,圣歌法杖
892,2,豺狼人法师手套
897,2,疯狼护腕
899,2,毒蜘蛛的牙齿
911,2,铁树木棍
913,2,食人魔巨剑
914,2,食人魔链甲
920,2,邪恶钉锤
922,1,微光重剑
923,1,长剑
924,1,牢固的木槌
925,1,尖刺流星锤
926,1,大型战斧
927,1,双面斧
928,1,占卜法杖
934,3,斯塔文的镰刀
935,3,守夜人短剑
936,3,午夜钉锤
937,3,暮色森林黑杖
940,4,洞察法袍
943,4,典狱官法杖
944,4,元素法杖
964,1,Deprecated Red Linen Shirt
983,2,精美亚麻腰带
997,1,Fire Sword of Crippling
1008,1,古旧的剑
1009,2,紧凑战锤
1010,1,瘤木短杖
